證券代碼,年月,週轉率％_月,法人持股%,報酬率％_月
3694 海華,2018/3/31,43.5888,62.12,38.5074
3702 大聯大,2018/3/31,3.9684,64.71,2.1332
3703 欣陸,2018/3/31,5.0897,61.23,-12.8526
3704 合勤控,2018/3/31,4.0791,21.03,-7.0233
3705 永信,2018/3/31,1.7367,24.79,2.5925
4104 佳醫,2018/3/31,9.8742,44.98,8.4635
4106 雃博,2018/3/31,2.9921,37.49,4.7446
4108 懷特,2018/3/31,18.3381,23.1,13.423
4119 旭富,2018/3/31,14.3285,43.59,12.2243
4133 亞諾法,2018/3/31,5.8428,27.29,13.4503
4142 國光生,2018/3/31,7.4351,44.98,2.1391
4155 訊映,2018/3/31,8.8129,27.43,16.9092
4164 承業醫,2018/3/31,5.1275,44.25,2.727
4306 炎洲,2018/3/31,1.7783,38.86,2.1426
4414 如興,2018/3/31,7.6868,68.45,-17.9066
4426 利勤,2018/3/31,15.4645,36.41,-9.256
4526 東台,2018/3/31,1.7282,37.05,-4.8661
4532 瑞智,2018/3/31,2.568,67.5,2.8381
4536 拓凱,2018/3/31,0.6695,39.02,-2.8058
4720 德淵,2018/3/31,1.7036,18.65,0.346
4722 國精化,2018/3/31,3.4637,28.56,-0.0002
4737 華廣,2018/3/31,9.8846,55.18,20.7621
4739 康普,2018/3/31,187.6203,42.51,-3.0305
4746 台耀,2018/3/31,42.0118,31.26,20.8813
4904 遠傳,2018/3/31,2.1748,97.28,5.6759
4906 正文,2018/3/31,48.5391,12.39,-4.1367
4912 聯德控股-KY,2018/3/31,38.5827,32.87,34.5325
4915 致伸,2018/3/31,12.7899,74.61,-16.6665
4916 事欣科,2018/3/31,15.4955,27.2,0.7542
4919 新唐,2018/3/31,34.8989,78.4,-2.1916
4927 泰鼎-KY,2018/3/31,9.6473,25.59,-1.5583
4934 太極,2018/3/31,8.2119,29.6,-4.2453
4935 茂林-KY,2018/3/31,2.9984,47.83,-7.3142
4938 和碩,2018/3/31,5.333,73.27,-2.6665
4942 嘉彰,2018/3/31,1.0873,49.15,1.9396
4952 凌通,2018/3/31,13.0579,52.31,-1.9002
4956 光鋐,2018/3/31,46.0292,28.41,8.0949
4958 臻鼎-KY,2018/3/31,16.7958,79.74,7.1987
4960 誠美材,2018/3/31,10.4293,31.87,-5.4622
4961 天鈺,2018/3/31,2.1704,51.52,1.6064
4967 十銓,2018/3/31,20.6139,24.97,0
4968 立積,2018/3/31,20.8228,32.39,-9.1232
4976 佳凌,2018/3/31,34.2479,34.81,-5.6092
4994 傳奇,2018/3/31,0.5156,20.86,-0.196
4999 鑫禾,2018/3/31,5.0553,33.3,6.6254
5007 三星,2018/3/31,2.3337,72.85,-0.0001
5203 訊連,2018/3/31,3.1518,47.56,-2.198
5215 科嘉-KY,2018/3/31,3.7451,38.24,-2.7559
5234 達興材料,2018/3/31,34.2832,76.82,12.2335
5258 虹堡,2018/3/31,1.638,43.87,-11.8143
5269 祥碩,2018/3/31,19.0982,85.26,11.1792
5306 桂盟,2018/3/31,1.34,64.59,-0.7407
5388 中磊,2018/3/31,9.5635,71.51,-3.2982
5434 崇越,2018/3/31,10.7612,45.18,3.3657
5469 瀚宇博,2018/3/31,8.7784,56.72,-5.0398
5471 松翰,2018/3/31,10.5244,29.04,-1.6043
5484 慧友,2018/3/31,8.1259,16.44,19.2947
5515 建國,2018/3/31,6.288,39,3.2258
5519 隆大,2018/3/31,1.9616,47.47,5.6873
5521 工信,2018/3/31,15.6523,15.45,-6.2314
5522 遠雄,2018/3/31,2.2797,83.23,1.3866
5525 順天,2018/3/31,1.5841,52.91,7.7382
5531 鄉林,2018/3/31,1.5002,82.55,8.4109
5533 皇鼎,2018/3/31,1.1387,43,-0.0001
5534 長虹,2018/3/31,8.6586,73.39,3.253
5607 遠雄港,2018/3/31,10.323,55.94,-2.9729
5608 四維航,2018/3/31,10.055,36.28,-18.6307
5706 鳳凰,2018/3/31,2.6135,21.84,6.1494
5880 合庫金,2018/3/31,1.5629,71.82,1.1764
5906 台南-KY,2018/3/31,15.0067,77.01,5.3719
6005 群益證,2018/3/31,2.5802,71.06,-1.3157
6024 群益期,2018/3/31,20.6095,66.84,23.002
6108 競國,2018/3/31,5.8368,5.28,-3.9698
6112 聚碩,2018/3/31,6.7701,12.05,5.7049
6115 鎰勝,2018/3/31,1.6919,46.09,0.7795
6116 彩晶,2018/3/31,16.7622,42.99,-0.4974
6117 迎廣,2018/3/31,8.3959,21.56,0.5346
6120 達運,2018/3/31,20.2638,65.66,-9.0302
6128 上福,2018/3/31,8.0752,8.07,-5.4089
6133 金橋,2018/3/31,5.6971,26.19,5.5554
6136 富爾特,2018/3/31,2.24,10.8,0.8281
6139 亞翔,2018/3/31,17.9591,43.12,5.2705
6141 柏承,2018/3/31,119.1232,33.1,31.5068
6142 友勁,2018/3/31,6.3705,27.88,4.8556
6152 百一,2018/3/31,4.1623,13.81,-0.1206
6153 嘉聯益,2018/3/31,79.5099,38.48,10.5128
6155 鈞寶,2018/3/31,8.813,29.84,-0.2438
6164 華興,2018/3/31,2.326,2.49,-6.9106
6165 浪凡,2018/3/31,68.8277,0.58,-3.0813
6166 凌華,2018/3/31,0.8243,64.14,-4.6946
6168 宏齊,2018/3/31,34.8859,40.42,1.2348
6176 瑞儀,2018/3/31,26.1404,71.69,-12.8486
6177 達麗,2018/3/31,2.9731,74.34,9.1323
6183 關貿,2018/3/31,0.72,61.98,2.5758
6184 大豐電,2018/3/31,3.1321,66.44,13.1915
6189 豐藝,2018/3/31,2.4703,13.3,1.7392
6191 精成科,2018/3/31,7.4125,62.8,3.6145
6192 巨路,2018/3/31,0.9491,54.9,-0.3452
6196 帆宣,2018/3/31,50.3402,38.93,32.3492
6197 佳必琪,2018/3/31,4.0389,21.16,3.8732
6201 亞弘電,2018/3/31,0.8868,7.19,0.0001
6202 盛群,2018/3/31,23.1523,52.99,-4.7147
6205 詮欣,2018/3/31,2.6963,13.17,-1.7211
6206 飛捷,2018/3/31,2.8841,44.53,-2.8468
6209 今國光,2018/3/31,26.3393,2.56,-5.1881
6213 聯茂,2018/3/31,31.1348,79.99,-6.013
6214 精誠,2018/3/31,7.2396,52.75,5.4547
6215 和椿,2018/3/31,44.1218,28.13,-19.1756
6216 居易,2018/3/31,2.8089,4.57,1.9435
6224 聚鼎,2018/3/31,31.4209,39.44,15.1877
6225 天瀚,2018/3/31,0.3018,36.25,3.971
6226 光鼎,2018/3/31,13.0034,7.88,-2.4769
6230 尼得科超眾,2018/3/31,5.0068,65.8,-2.353
6235 華孚,2018/3/31,15.0634,41.45,-8.7591
6239 力成,2018/3/31,5.3471,88.44,1.2141
6243 迅杰,2018/3/31,5.291,7.58,-10.6509
6251 定穎,2018/3/31,5.813,19.19,-5.0716
6257 矽格,2018/3/31,30.7838,42.32,1.7784
6269 台郡,2018/3/31,22.7966,57.35,-11.4284
6271 同欣電,2018/3/31,18.5375,65.42,8.8107
6277 宏正,2018/3/31,7.6228,28.71,8.4377
6278 台表科,2018/3/31,3.2773,40.3,-6.4299
6281 全國電,2018/3/31,1.3018,45.57,1.7159
6282 康舒,2018/3/31,4.9619,46.06,-3.4964
6283 淳安,2018/3/31,6.6032,61.54,-0.3853
6285 啟碁,2018/3/31,10.9211,69.29,-4.7796
6288 聯嘉,2018/3/31,7.5805,51.98,-0.8583
6289 華上,2018/3/31,0.6302,25.88,-7.5894
6504 南六,2018/3/31,0.6791,45.63,-2.454
6505 台塑化,2018/3/31,0.8773,98.07,1.2822
6605 帝寶,2018/3/31,1.5825,52.55,-3.5389
8011 台通,2018/3/31,11.0782,24.15,9.5744
8016 矽創,2018/3/31,11.4181,51.72,4.1717
8021 尖點,2018/3/31,7.1264,28.38,0.4916
8033 雷虎,2018/3/31,11.7173,1.42,1.6527
8039 台虹,2018/3/31,16.9411,44.67,-10.9631
8046 南電,2018/3/31,26.548,84.9,22.5631
8070 長華*,2018/3/31,14.6871,66.01,3.0822
8072 陞泰,2018/3/31,0.9813,42.9,0.9525
8081 致新,2018/3/31,4.903,37.84,3.1484
8101 華冠,2018/3/31,7.8534,47.56,-0.8523
8103 瀚荃,2018/3/31,18.0616,27.62,-8.5713
8105 凌巨,2018/3/31,27.234,57.91,-0.5334
8110 華東,2018/3/31,19.5892,60.43,2.8469
8112 至上,2018/3/31,50.7294,22.31,15.3431
8114 振樺電,2018/3/31,2.9685,47.12,-1.1028
8131 福懋科,2018/3/31,4.0021,80.46,10.9633
8163 達方,2018/3/31,15.0571,56.39,4.1948
8201 無敵,2018/3/31,57.9258,44.68,30.4347
8210 勤誠,2018/3/31,6.6285,40.11,10.7539
8213 志超,2018/3/31,2.417,49.65,-1.3288
8215 明基材,2018/3/31,14.0782,49.21,2.9335
8249 菱光,2018/3/31,10.619,51.45,4.8169
8261 富鼎,2018/3/31,20.3283,36.74,-7.0204
8271 宇瞻,2018/3/31,20.9719,18.8,1.2657
8374 羅昇,2018/3/31,13.6225,31.17,1.724
8404 百和興業-KY,2018/3/31,3.3464,64.54,-4.7618
8411 福貞-KY,2018/3/31,0.9333,68.47,-8.8354
8422 可寧衛,2018/3/31,7.9742,68.41,7.6485
8940 新天地,2018/3/31,1.4891,33.99,2.2141
8996 高力,2018/3/31,8.6313,16.67,3.3295
9902 台火,2018/3/31,2.9485,27.4,-1.5047
9904 寶成,2018/3/31,3.774,86.3,7.2108
9905 大華,2018/3/31,1.0754,69.64,3.5365
9906 欣巴巴,2018/3/31,4.4216,68.49,9.6775
9907 統一實,2018/3/31,1.3794,72.68,-2.963
9908 大台北,2018/3/31,0.6616,62.99,-1.2477
9910 豐泰,2018/3/31,2.6746,29.91,-6.1152
9911 櫻花,2018/3/31,3.8897,73.37,1.7216
9912 偉聯,2018/3/31,145.1727,20.04,36.3102
9914 美利達,2018/3/31,4.5036,60.25,3.8911
9917 中保科,2018/3/31,0.7773,85.69,-0.5499
9918 欣天然,2018/3/31,0.1928,62.41,2.4539
9919 康那香,2018/3/31,4.5281,32.8,-2.0326
9921 巨大,2018/3/31,3.2413,62.39,0
9924 福興,2018/3/31,1.1663,61.36,-1.3372
9925 新保,2018/3/31,0.6524,66.18,1.3056
9926 新海,2018/3/31,0.0752,68.03,-1.3415
9927 泰銘,2018/3/31,5.1705,53.76,1.382
9928 中視,2018/3/31,0.1566,77.09,0.1876
9929 秋雨,2018/3/31,0.2601,37.2,1.3953
9930 中聯資源,2018/3/31,0.7643,81.42,1.8834
9931 欣高,2018/3/31,0.0968,66.51,1.9293
9933 中鼎,2018/3/31,4.5211,83.76,7.6666
9934 成霖,2018/3/31,11.2456,49.7,7.4359
9935 慶豐富,2018/3/31,19.005,20.24,-30.7925
9937 全國,2018/3/31,1.1241,65.65,2.1276
9938 百和,2018/3/31,16.892,57.58,-14.8718
9939 宏全,2018/3/31,6.3586,38.37,1.2728
9940 信義,2018/3/31,3.6698,68.43,8.9756
9941 裕融,2018/3/31,4.0061,75.89,5.7522
9942 茂順,2018/3/31,1.5356,24.82,-4.711
9943 好樂迪,2018/3/31,1.9611,72.77,2.6315
9944 新麗,2018/3/31,1.2969,66.71,-1.5113
9945 潤泰新,2018/3/31,7.7172,70.52,6.0652
9946 三發地產,2018/3/31,1.8813,56.36,3.1128
9955 佳龍,2018/3/31,3.2081,12.06,4.5455
9958 世紀鋼,2018/3/31,255.5869,34.65,28.8001
1101 台泥,2018/6/29,7.5819,81.76,-2.8668
1102 亞泥,2018/6/29,4.2625,81.01,1.3616
1103 嘉泥,2018/6/29,1.2611,54.45,-3.3834
1104 環泥,2018/6/29,3.4383,55.23,-4.7392
1108 幸福,2018/6/29,0.8865,49.56,-2.2168
1109 信大,2018/6/29,2.2997,19.5,11.9567
1110 東泥,2018/6/29,0.2079,79.29,2.8881
1201 味全,2018/6/29,5.2343,54.16,0.837
1203 味王,2018/6/29,0.7867,72.37,-0.3876
1210 大成,2018/6/29,4.9615,65.72,5.1614
1215 卜蜂,2018/6/29,4.0263,61.34,2.7351
1216 統一,2018/6/29,3.5054,71.21,5.8825
1217 愛之味,2018/6/29,8.9793,29.89,-2.4907
1218 泰山,2018/6/29,13.52,41.09,-3.6177
1219 福壽,2018/6/29,0.2149,31.59,-0.2682
1220 台榮,2018/6/29,1.6287,37.29,-1.1999
1225 福懋油,2018/6/29,0.8838,69.1,5.8676
1227 佳格,2018/6/29,1.9158,81.14,0.8169
1229 聯華,2018/6/29,2.6428,59.02,-1.4359
1231 聯華食,2018/6/29,1.9614,44.76,-4.3812
1232 大統益,2018/6/29,0.4263,79.84,0.2122
1233 天仁,2018/6/29,1.1568,40.35,3.836
1234 黑松,2018/6/29,0.596,50.26,0.9526
1235 興泰,2018/6/29,0.5687,47.98,0.3881
1236 宏亞,2018/6/29,0.6147,28.62,-3.6931
1301 台塑,2018/6/29,2.8835,81.22,4.6511
1303 南亞,2018/6/29,2.7434,79.32,4.1816
1304 台聚,2018/6/29,1.7586,50.79,-4.7138
1305 華夏,2018/6/29,12.6856,81.26,1.5076
1307 三芳,2018/6/29,0.3929,50.87,-0.825
1308 亞聚,2018/6/29,1.1853,52.19,-3.5716
1309 台達化,2018/6/29,20.582,55.03,-4.2421
1310 台苯,2018/6/29,21.3515,30.44,-5.3387
1312 國喬,2018/6/29,16.4348,80.64,-8.7229
1313 聯成,2018/6/29,3.5032,68.41,0.0002
1314 中石化,2018/6/29,11.1366,32.05,-5.7971
1315 達新,2018/6/29,0.1712,63.89,0.7535
1316 上曜,2018/6/29,10.8933,26.01,3.2708
1319 東陽,2018/6/29,4.4883,47.81,-7.2135
1321 大洋,2018/6/29,0.779,31.11,-2.1584
1323 永裕,2018/6/29,13.6852,18.64,6.4377
1324 地球,2018/6/29,0.9824,24.73,-0.0474
1325 恒大,2018/6/29,0.5499,35.25,0.2786
1326 台化,2018/6/29,3.3617,84.04,5.6522
1337 再生-KY,2018/6/29,6.2455,31.65,-5.6872
1338 廣華-KY,2018/6/29,6.4707,32.9,-0.9614
1339 昭輝,2018/6/29,4.6265,61.1,7.0001
1402 遠東新,2018/6/29,2.5328,85.36,1.226
1409 新纖,2018/6/29,9.5028,59.41,7.7983
1410 南染,2018/6/29,1.5806,30.11,1.4552
1413 宏洲,2018/6/29,21.8716,45.88,-11.3637
1414 東和,2018/6/29,4.4636,40.39,-1.269
1416 廣豐,2018/6/29,1.9267,42.12,4.706
1417 嘉裕,2018/6/29,17.5604,20.78,-17.2876
1418 東華,2018/6/29,0.2974,56.62,16.7921
1419 新紡,2018/6/29,0.2016,84.47,0.2088
1423 利華,2018/6/29,5.1428,36.42,-1.8812
1432 大魯閣,2018/6/29,0.9855,55.39,-1.6749
1434 福懋,2018/6/29,2.3066,81.27,0
1435 中福,2018/6/29,2.1212,20.64,-2.674
1436 華友聯,2018/6/29,0.6021,67.77,2.5639
1437 勤益控,2018/6/29,2.2872,21.71,-2.4626
1438 三地開發,2018/6/29,4.1617,24.64,22.8984
1439 中和,2018/6/29,19.7674,61.1,5.7257
1440 南紡,2018/6/29,2.7359,30.45,-11.5131
1441 大東,2018/6/29,7.4342,35.85,0.0002
1442 名軒,2018/6/29,1.5676,43.95,-1.2626
1443 立益,2018/6/29,1.3314,72.85,5.3447
1444 力麗,2018/6/29,5.6953,51.24,-5.2863
1445 大宇,2018/6/29,1.3832,25.34,-1.5701
1446 宏和,2018/6/29,7.1121,46.37,16.8178
1447 力鵬,2018/6/29,2.4822,55.56,-2.521
1449 佳和,2018/6/29,1.3042,32.07,-1.9713
1451 年興,2018/6/29,3.4732,58.76,0.0996
1452 宏益,2018/6/29,3.2072,6.57,-1.6787
1453 大將,2018/6/29,5.9036,39.39,-7.3001
1454 台富,2018/6/29,1.285,22.82,-2.7543
1455 集盛,2018/6/29,9.3139,18.77,-5.023
1456 怡華,2018/6/29,0.2465,70.69,-0.328
1457 宜進,2018/6/29,14.6661,36.29,0.3402
1459 聯發,2018/6/29,2.2516,57.01,1.6854
1460 宏遠,2018/6/29,1.3617,52.2,0.7662
1463 強盛,2018/6/29,4.1595,24.3,-2.1645
1464 得力,2018/6/29,2.231,46.31,0.4115
1465 偉全,2018/6/29,1.4729,15.53,2.4562
1466 聚隆,2018/6/29,2.4614,22.82,1.4852
1467 南緯,2018/6/29,19.4938,22.35,0.9256
1468 昶和,2018/6/29,0.3217,53.38,9.6312
1470 大統新創,2018/6/29,0.0851,33.99,-1.8229
1471 首利,2018/6/29,14.5917,8.68,0.4329
1472 三洋實業,2018/6/29,9.7347,16.7,15.3489
1473 台南,2018/6/29,1.5447,62.35,-5.1043
1474 弘裕,2018/6/29,4.5259,31.16,-3.2259
1475 業旺,2018/6/29,2.9158,80.82,0.6037
1476 儒鴻,2018/6/29,10.959,63.06,-0.9562
1477 聚陽,2018/6/29,6.0734,50.12,1.1072
1503 士電,2018/6/29,0.2415,77.73,0.7317
1504 東元,2018/6/29,3.8186,68.87,-5.1759
1506 正道,2018/6/29,2.4375,25.05,0.4762
1507 永大,2018/6/29,6.5067,72.85,-3.2
1512 瑞利,2018/6/29,2.0654,28.83,-1.3888
1513 中興電,2018/6/29,5.4645,45.97,0.4785
1514 亞力,2018/6/29,59.2385,19.73,2.215
1515 力山,2018/6/29,9.1766,10.81,-3.1401
1516 川飛,2018/6/29,16.0382,29.77,10.9625
1517 利奇,2018/6/29,4.7027,23.81,0.4925
1519 華城,2018/6/29,12.3474,13.31,3.3706
1521 大億,2018/6/29,1.6175,77.28,0
1522 堤維西,2018/6/29,11.6943,56.68,2.2294
1524 耿鼎,2018/6/29,8.4949,8.55,1.8519
1525 江申,2018/6/29,2.4455,86.67,-0.5377
1526 日馳,2018/6/29,13.178,39.56,-3.6343
1527 鑽全,2018/6/29,33.9903,51.33,0.7739
1528 恩德,2018/6/29,12.715,30.01,-3.7499
1529 樂士,2018/6/29,0.1227,56.04,-6.8049
1530 亞崴,2018/6/29,4.6742,67.71,5.0272
1531 高林股,2018/6/29,3.689,42.54,4.7872
1532 勤美,2018/6/29,1.6532,46.66,-3.3614
1533 車王電,2018/6/29,3.5273,17.95,-3.646
1535 中宇,2018/6/29,1.0473,78.95,-8.4706
1536 和大,2018/6/29,23.5103,58.24,2.0689
1537 廣隆,2018/6/29,1.85,46.84,-1.6948
1538 正峰,2018/6/29,1.3496,1.42,2.1636
1539 巨庭,2018/6/29,13.1467,40.25,19.6237
1540 喬福,2018/6/29,3.0396,8.06,6.3122
1541 錩泰,2018/6/29,3.4378,24.7,10.9531
1558 伸興,2018/6/29,1.5656,26.79,-0.7691
1560 中砂,2018/6/29,6.3149,48.52,-5.992
1568 倉佑,2018/6/29,9.138,39.81,-5.9114
1582 信錦,2018/6/29,5.8522,39.31,-2.496
1583 程泰,2018/6/29,0.7219,48.18,4.101
1590 亞德客-KY,2018/6/29,14.0241,87.35,-15.8252
1597 直得,2018/6/29,75.9929,27.67,-5.4218
1598 岱宇,2018/6/29,2.4906,52.57,1.7283
1604 聲寶,2018/6/29,3.2583,40.7,0.7383
1605 華新,2018/6/29,11.6575,57.81,-13.733
1608 華榮,2018/6/29,5.0675,43.03,-2.5423
1609 大亞,2018/6/29,37.5294,14.86,-5.1548
1611 中電,2018/6/29,15.0793,48.33,-7.0314
1612 宏泰,2018/6/29,2.3415,24.46,1.8017
1614 三洋電,2018/6/29,0.7889,61.18,7.0329
1615 大山,2018/6/29,18.489,40.28,5.2355
1616 億泰,2018/6/29,8.3194,19.9,-1.92
1617 榮星,2018/6/29,0.5852,65.23,1.079
1618 合機,2018/6/29,4.843,45.71,0.317
1701 中化,2018/6/29,2.8318,41.35,-3.6496
1702 南僑,2018/6/29,1.3426,51.93,-1.4588
1707 葡萄王,2018/6/29,11.1158,53.83,-0.4328
1708 東鹼,2018/6/29,1.7389,37.3,-2.911
1709 和益,2018/6/29,1.5901,47.39,-0.0001
1710 東聯,2018/6/29,6.4572,75.87,0.7657
1711 永光,2018/6/29,4.26,14.27,-3.6268
1712 興農,2018/6/29,3.8811,26.49,0.2906
1713 國化,2018/6/29,1.1481,39.29,0.0001
1714 和桐,2018/6/29,5.921,48.3,-2.4057
1717 長興,2018/6/29,1.5207,49,-5.2722
1718 中纖,2018/6/29,10.2768,47.99,0
1720 生達,2018/6/29,2.9514,18.21,-2.3053
1721 三晃,2018/6/29,1.9011,32.99,-3.2255
1722 台肥,2018/6/29,4.984,60.26,-3.1251
1723 中碳,2018/6/29,4.4216,67.16,-4.1803
1725 元禎,2018/6/29,5.1537,94.76,4.9998
1726 永記,2018/6/29,0.2056,46.66,1.6311
1727 中華化,2018/6/29,2.3293,34.99,-5.1947
1730 花仙子,2018/6/29,2.0853,35.11,2.9167
1731 美吾華,2018/6/29,8.7605,43.94,-0.4305
1732 毛寶,2018/6/29,2.4362,15.63,-1.6737
1733 五鼎,2018/6/29,11.1275,21.91,-3.0407
1734 杏輝,2018/6/29,2.8941,12.88,-1.7938
1735 日勝化,2018/6/29,0.3381,59.65,2.3952
1736 喬山,2018/6/29,1.2894,7.45,9.091
1737 臺鹽,2018/6/29,4.167,65.29,-2.9364
1752 南光,2018/6/29,4.5906,33.9,0.9526
1760 寶齡富錦,2018/6/29,27.5362,27.64,1.5823
1762 中化生,2018/6/29,3.0119,31.72,-0.6122
1773 勝一,2018/6/29,12.4733,53.72,29.411
1776 展宇,2018/6/29,0.7087,30.29,6.2953
1783 和康生,2018/6/29,117.5985,38.58,5.8538
1786 科妍,2018/6/29,104.1921,13.42,-5.1891
1789 神隆,2018/6/29,1.904,77.92,-5.2633
1795 美時,2018/6/29,66.8913,73.6,-2.1656
1802 台玻,2018/6/29,1.8238,83.21,-5.7534
1805 寶徠,2018/6/29,10.2112,27.43,-7.483
1806 冠軍,2018/6/29,1.6781,47.51,-5.1122
1808 潤隆,2018/6/29,6.4368,70.1,-12.2581
1809 中釉,2018/6/29,37.0861,8.15,-3.0719
1810 和成,2018/6/29,1.5449,22.42,-3.8541
1817 凱撒衛,2018/6/29,2.9669,18.96,-0.7345
1903 士紙,2018/6/29,0.1934,50.3,0.0001
1904 正隆,2018/6/29,4.9315,46.06,-3.9215
1905 華紙,2018/6/29,1.772,76.23,-1.389
1906 寶隆,2018/6/29,4.0238,63.94,-7.2353
1907 永豐餘,2018/6/29,1.8563,49.13,-7.6628
1909 榮成,2018/6/29,6.7989,73.22,-21.8044
2002 中鋼,2018/6/29,2.1226,57.91,0.4237
2006 東和鋼鐵,2018/6/29,3.536,67.11,-0.6239
2007 燁興,2018/6/29,0.5007,77.81,0.3984
2008 高興昌,2018/6/29,0.4232,43.08,0.8001
2009 第一銅,2018/6/29,5.9254,46.44,-2.3149
2010 春源,2018/6/29,1.0343,18,0.8926
2012 春雨,2018/6/29,0.5261,53.2,-0.9976
2013 中鋼構,2018/6/29,74.8805,63,20.8416
2014 中鴻,2018/6/29,14.9252,53.96,10.4803
2015 豐興,2018/6/29,1.4678,29.76,-0.5102
2017 官田鋼,2018/6/29,8.5463,52,-2.9233
2020 美亞,2018/6/29,3.1762,63.35,0
2022 聚亨,2018/6/29,3.8679,31.13,3.8276
2023 燁輝,2018/6/29,1.4309,68.18,1.9704
2024 志聯,2018/6/29,11.0338,33.03,-2.3695
2027 大成鋼,2018/6/29,41.9677,41.2,11.5384
2028 威致,2018/6/29,1.8028,52.33,-2.6785
2029 盛餘,2018/6/29,0.6264,80.58,0.1922
2030 彰源,2018/6/29,6.2895,32.9,0.0001
2031 新光鋼,2018/6/29,36.5295,33.74,-2.7502
2032 新鋼,2018/6/29,2.4073,12.96,-2.2549
2033 佳大,2018/6/29,19.5938,34.35,6.7265
2034 允強,2018/6/29,3.2732,42.87,-0.9311
2038 海光,2018/6/29,14.2781,47.15,-1.702
2049 上銀,2018/6/29,33.695,65.1,-15.2942
2059 川湖,2018/6/29,3.2551,74.48,-1.7123
2062 橋椿,2018/6/29,2.5008,35.11,-0.5556
2101 南港,2018/6/29,2.6551,57.94,2.2858
2102 泰豐,2018/6/29,1.631,30.32,-0.8066
2103 台橡,2018/6/29,1.4412,70.1,4.1271
2104 國際中橡,2018/6/29,6.0456,64,-2.9076
2105 正新,2018/6/29,2.3822,36.32,0.5483
2106 建大,2018/6/29,1.4431,22.95,-0.2968
2107 厚生,2018/6/29,2.8854,40.76,1.3229
2108 南帝,2018/6/29,4.6402,55.76,5.5763
2109 華豐,2018/6/29,6.1162,37.13,9.0911
2114 鑫永銓,2018/6/29,1.632,34.49,6.3331
2201 裕隆,2018/6/29,6.0042,61.64,-10.9704
2204 中華,2018/6/29,1.3721,86.26,-2.5772
2206 三陽工業,2018/6/29,4.4232,62.31,0.6913
2207 和泰車,2018/6/29,1.1346,86.33,-1.8282
2208 台船,2018/6/29,9.8486,63.93,-1.923
2227 裕日車,2018/6/29,0.4263,96.16,-0.1977
2231 為升,2018/6/29,13.2613,46.9,9.2438
2233 宇隆,2018/6/29,9.5196,47,1.4086
2301 光寶科,2018/6/29,5.2727,77.24,-5.6265
2302 麗正,2018/6/29,30.3111,50.21,25.8843
2303 聯電,2018/6/29,12.7387,73.6,1.8017
2305 全友,2018/6/29,15.0238,40.12,-6.75
2308 台達電,2018/6/29,3.8399,82.07,-1.3514
2312 金寶,2018/6/29,2.4236,39.19,0.1007
2313 華通,2018/6/29,58.4162,40.39,-3.7203
2314 台揚,2018/6/29,12.227,38.43,1.1299
2316 楠梓電,2018/6/29,5.9985,26.02,0.6271
2317 鴻海,2018/6/29,5.2725,60.49,-2.9172
2321 東訊,2018/6/29,5.7966,64.85,34.1564
2323 中環,2018/6/29,182.7926,16.58,-9.9998
2324 仁寶,2018/6/29,5.3353,68.59,-2.5379
2327 國巨,2018/6/29,49.1964,77.81,18.2966
2328 廣宇,2018/6/29,10.5468,40.44,-7.9229
2329 華泰,2018/6/29,18.6132,45.25,-3.3334
2330 台積電,2018/6/29,2.8442,91.83,0.1986
2331 精英,2018/6/29,3.787,63.49,0.2857
2332 友訊,2018/6/29,47.0725,24.96,-7.947
2337 旺宏,2018/6/29,28.5841,58.99,-12.3232
2338 光罩,2018/6/29,218.8609,34.87,24.2484
2340 台亞,2018/6/29,187.922,40.94,14.8439
2344 華邦電,2018/6/29,23.8625,54.65,-2.7433
2345 智邦,2018/6/29,28.1644,69.69,2.2016
2347 聯強,2018/6/29,5.1885,79.22,-4.1668
2349 錸德,2018/6/29,63.1566,19.04,-4.8699
2351 順德,2018/6/29,31.3457,32.24,5.7715
2352 佳世達,2018/6/29,8.3305,49.38,1.415
2353 宏碁,2018/6/29,20.8331,35.38,1.4258
2354 鴻準,2018/6/29,4.0191,71.25,1.0842
2355 敬鵬,2018/6/29,11.4135,53.7,-2.771
2356 英業達,2018/6/29,5.0774,57.05,-1.2369
2357 華碩,2018/6/29,3.5695,75.69,2.5784
2358 廷鑫,2018/6/29,139.4828,18.14,16.6281
2359 所羅門,2018/6/29,15.2959,9.1,-9.7179
2360 致茂,2018/6/29,8.1845,75.46,9.6989
2362 藍天,2018/6/29,5.6183,43.84,5.7011
2363 矽統,2018/6/29,113.4185,29.64,21.3269
2364 倫飛,2018/6/29,1.4578,52.39,1.0364
2365 昆盈,2018/6/29,23.5975,23.04,-3.4043
2367 燿華,2018/6/29,62.2261,21.77,-12.8422
2368 金像電,2018/6/29,16.4876,11.47,5.8949
2369 菱生,2018/6/29,12.8497,29.78,-0.0001
2371 大同,2018/6/29,17.0079,64.45,20.1775
2373 震旦行,2018/6/29,1.0046,80.32,0
2374 佳能,2018/6/29,9.2264,38.04,0.923
2375 凱美,2018/6/29,290.9351,24.39,76.5691
2376 技嘉,2018/6/29,24.2924,61.99,-14.7914
2377 微星,2018/6/29,23.9502,59.88,-24.6401
2379 瑞昱,2018/6/29,7.0932,81.9,-3.0566
2380 虹光,2018/6/29,4.8017,21.54,-0.3128
